source_table_row_id,source_study_id,material_group,pollutant,series,dose_g_L,contact_time_h,matrix,provenance_tier,train_eligible,test_eligible,expected_material_label,metal_order,lead_order
535,Wang2021_invasive,Wang2021_invasive::BBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,191,
536,Wang2021_invasive,Wang2021_invasive::PBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,192,
537,Wang2021_invasive,Wang2021_invasive::PBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,193,
538,Wang2021_invasive,Wang2021_invasive::PBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,194,
539,Wang2021_invasive,Wang2021_invasive::PBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,195,
540,Wang2021_invasive,Wang2021_invasive::IBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,196,
541,Wang2021_invasive,Wang2021_invasive::IBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,197,
542,Wang2021_invasive,Wang2021_invasive::IBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,198,
543,Wang2021_invasive,Wang2021_invasive::IBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,199,
544,Wang2021_invasive,Wang2021_invasive::MBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,200,
545,Wang2021_invasive,Wang2021_invasive::MBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,201,
546,Wang2021_invasive,Wang2021_invasive::MBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,202,
547,Wang2021_invasive,Wang2021_invasive::MBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,203,
548,Wang2021_invasive,Wang2021_invasive::LBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,204,
549,Wang2021_invasive,Wang2021_invasive::LBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,205,
550,Wang2021_invasive,Wang2021_invasive::LBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,206,
551,Wang2021_invasive,Wang2021_invasive::LBC500,Cd (II),pH_series,0.5,24.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,207,
552,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,208,
553,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,209,
554,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,210,
555,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,211,
556,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,212,
557,Wang2021_invasive,Wang2021_invasive::BBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,BBC500,213,
558,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,214,
559,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,215,
560,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,216,
561,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,217,
562,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,218,
563,Wang2021_invasive,Wang2021_invasive::PBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,PBC500,219,
564,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,220,
565,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,221,
566,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,222,
567,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,223,
568,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,224,
569,Wang2021_invasive,Wang2021_invasive::IBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,IBC500,225,
570,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,226,
571,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,227,
572,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,228,
573,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,229,
574,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,230,
575,Wang2021_invasive,Wang2021_invasive::MBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,MBC500,231,
576,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,232,
577,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,233,
578,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,234,
579,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,235,
580,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,236,
581,Wang2021_invasive,Wang2021_invasive::LBC500,Cu (II),pH_series,1.0,30.0,not_reported_in_condition_audit,local_compilation_condition_supported,True,False,LBC500,237,
12,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,48
13,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,49
14,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,50
15,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,51
16,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,52
17,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,53
18,Li2018,Li2018::WS600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,WS600,,54
19,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,55
20,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,56
21,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,57
22,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,58
23,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,59
24,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,60
25,Li2018,Li2018::RH600,Pb (II),isotherm_series,1.0,24.0,0.01 M NaNO3,verified_compilation,True,True,RH600,,61
